,EstadoCodigo,Codigo,CodigoIBGE,Nome
1,1,1000500,1100015,ALTA FLORESTA D'OESTE
2,1,1000550,1100379,ALTO ALEGRE DOS PARECIS
3,1,1000600,1100403,ALTO PARAÍSO
4,1,1000700,1100346,ALVORADA D'OESTE
5,1,1001000,1100023,ARIQUEMES
6,1,1001200,1100452,BURITIS
7,1,1001500,1100031,CABIXI
8,1,1001800,1100601,CACAULÂNDIA
9,1,1002000,1100049,CACOAL
10,1,1002200,1100700,CAMPO NOVO DE RONDONIA
11,1,1002300,1100809,CANDÉIAS DO JAMARI
12,1,1002400,1100908,CASTANHEIRAS
13,1,1002500,1100056,CEREJEIRAS
14,1,1002600,1100924,CHUPINGUAIA
15,1,1003000,1100064,COLORADO DO OESTE
16,1,1003500,1100072,CORUMBIARA
17,1,1004000,1100080,COSTA MARQUES
18,1,1004300,1100940,CUJUBIM
19,1,1004500,1100098,ESPIGÃO D'OESTE
20,1,1004800,1101005,GOVERNADOR JORGE TEIXEIRA
21,1,1005000,1100106,GUAJARÁ-MIRIM
22,1,1005500,1101104,ITAPUÃ DO OESTE
23,1,1006000,1100114,JARU
24,1,1007000,1100122,JI-PARANÁ
25,1,1007200,1100130,MACHADINHO D'OESTE
26,1,1007300,1101203,MINISTRO ANDREAZZA
27,1,1007600,1101302,MIRANTE DA SERRA
28,1,1007700,1101401,MONTE NEGRO
29,1,1007800,1100148,NOVA BRASILÂNDIA D'OESTE
30,1,1007900,1100338,NOVA MAMORÉ
31,1,1007910,1101435,NOVA UNIÃO
32,1,1007920,1100502,NOVO HORIZONTE DO OESTE
33,1,1008000,1100155,OURO PRETO DO OESTE
34,1,1008500,1101450,PARECIS
35,1,1009000,1100189,PIMENTA BUENO
36,1,1009500,1101468,PIMENTEIRAS DO OESTE
37,1,1010000,1100205,PORTO VELHO
38,1,1010200,1100254,PRESIDENTE MÉDICI
39,1,1010250,1101476,PRIMAVERA DE RONDÔNIA
40,1,1010300,1100262,RIO CRESPO
41,1,1010400,1100288,ROLIM DE MOURA
42,1,1010600,1100296,SANTA LUZIA D'OESTE
43,1,1010700,1101484,SÃO FELIPE DO OESTE
44,1,1010750,1101492,SÃO FRANCISCO DO GUAPORÉ
45,1,1010800,1100320,SÃO MIGUEL DO GUAPORÉ
46,1,1012000,1101500,SERINGUEIRAS
47,1,1013000,1101559,TEIXEIRÓPOLIS
48,1,1014000,1101609,THEOBROMA
49,1,1016000,1101708,URUPÁ
50,1,1017000,1101757,VALE DO ANARI
51,1,1018000,1101807,VALE DO PARAÍSO
52,1,1020000,1100304,VILHENA
53,2,2000500,1200013,ACRELÂNDIA
54,2,2001000,1200054,ASSIS BRASIL
55,2,2002000,1200104,BRASILÉIA
56,2,2002400,1200138,BUJARI
57,2,2002800,1200179,CAPIXABA
58,2,2003000,1200203,CRUZEIRO DO SUL
59,2,2003400,1200252,EPITACIOLÂNDIA
60,2,2004000,1200302,FEIJÓ
61,2,2004400,1200328,JORDÃO
62,2,2005000,1200336,MÂNCIO LIMA
63,2,2006000,1200344,MANOEL URBANO
64,2,2006200,1200351,MARECHAL THAUMATURGO
65,2,2007000,1200385,PLÁCIDO DE CASTRO
66,2,2007400,1200807,PORTO ACRE
67,2,2007800,1200393,PORTO WALTER
68,2,2008000,1200401,RIO BRANCO
69,2,2008200,1200427,RODRIGUES ALVES
70,2,2008400,1200435,SANTA ROSA DO PURUS
71,2,2009000,1200450,SENADOR GUIOMARD
72,2,2010000,1200500,SENA MADUREIRA
73,2,2011000,1200609,TARAUACÁ
74,2,2012000,1200708,XAPURI
75,3,3000200,1300029,ALVARÃES
76,3,3000300,1300060,AMATURÁ
77,3,3000600,1300086,ANAMÃ
78,3,3001000,1300102,ANORI
79,3,3001500,1300144,APUÍ
80,3,3002000,1300201,ATALAIA DO NORTE
81,3,3003000,1300300,AUTAZES
82,3,3004000,1300409,BARCELOS
83,3,3005000,1300508,BARREIRINHA
84,3,3006000,1300607,BENJAMIN CONSTANT
85,3,3006200,1300631,BERURI
86,3,3006600,1300680,BOA VISTA DO RAMOS
87,3,3007000,1300706,BOCA DO ACRE
88,3,3008000,1300805,BORBA
89,3,3008200,1300839,CAAPIRANGA
90,3,3009000,1300904,CANUTAMA
91,3,3010000,1301001,CARAUARI
92,3,3011000,1301100,CAREIRO
93,3,3011200,1301159,CAREIRO DA VÁRZEA
94,3,3012000,1301209,COARI
95,3,3013000,1301308,CODAJÁS
96,3,3014000,1301407,EIRUNEPÉ
97,3,3015000,1301506,ENVIRA
98,3,3016000,1301605,FONTE BOA
99,3,3016400,1301654,GUAJARÁ
100,3,3017000,1301704,HUMAITÁ
101,3,3018000,1301803,IPIXUNA
102,3,3018400,1301852,IRANDUBA
103,3,3019000,1301902,ITACOATIARA
104,3,3019400,1301951,ITAMARATI
105,3,3020000,1302009,ITAPIRANGA
106,3,3021000,1302108,JAPURÁ
107,3,3022000,1302207,JURUÁ
108,3,3023000,1302306,JUTAÍ
109,3,3024000,1302405,LÁBREA
110,3,3025000,1302504,MANACAPURU
111,3,3025400,1302553,MANAQUIRI
112,3,3026000,1302603,MANAUS
113,3,3027000,1302702,MANICORÉ
114,3,3028000,1302801,MARAÃ
115,3,3029000,1302900,MAUÉS
116,3,3030000,1303007,NHAMUNDÁ
117,3,3031000,1303106,NOVA OLINDA DO NORTE
118,3,3032000,1303205,NOVO AIRÃO
119,3,3033000,1303304,NOVO ARIPUANÃ
120,3,3034000,1303403,PARINTINS
121,3,3035000,1303502,PAUINI
122,3,3035200,1303536,PRESIDENTE FIGUEIREDO
123,3,3035400,1303569,RIO PRETO DA EVA
124,3,3036000,1303601,SANTA IZABEL DO RIO NEGRO
125,3,3037000,1303700,SANTO ANTÔNIO DO IÇÁ
126,3,3038000,1303809,SÃO GABRIEL DA CACHOEIRA
127,3,3039000,1303908,SÃO PAULO DE OLIVENÇA
128,3,3039400,1303957,SÃO SEBASTIÃO DO UATUMÃ
129,3,3040000,1304005,SILVES
130,3,3041000,1304062,TABATINGA
131,3,3042000,1304104,TAPAUÁ
132,3,3043000,1304203,TEFÉ
133,3,3043400,1304237,TONANTINS
134,3,3044000,1304260,UARINI
135,3,3045000,1304302,URUCARÁ
136,3,3046000,1304401,URUCURITUBA
137,4,4000500,1400027,AMAJARI
138,4,4001000,1400050,ALTO ALEGRE
139,4,4002000,1400100,BOA VISTA
140,4,4003000,1400159,BONFIM
141,4,4003500,1400175,CANTA
142,4,4004000,1400209,CARACARAÍ
143,4,4004100,1400233,CAROEBE
144,4,4004300,1400282,IRACEMA
145,4,4004400,1400308,MUCAJAÍ
146,4,4005000,1400407,NORMÂNDIA
147,4,4005200,1400456,PACARAIMA
148,4,4005400,1400472,RORAINÓPOLIS
149,4,4006000,1400506,SÃO JOÃO DA BALIZA
150,4,4007000,1400605,SÃO LUIZ
151,4,4008000,1400704,UIRAMUTÃ
152,5,5001000,1500107,ABAETETUBA
153,5,5001500,1500131,ABEL FIGUEIREDO
154,5,5002000,1500206,ACARÁ
155,5,5003000,1500305,AFUÁ
156,5,5003500,1500347,ÁGUA AZUL DO NORTE
157,5,5004000,1500404,ALENQUER
158,5,5005000,1500503,ALMEIRIM
159,5,5006000,1500602,ALTAMIRA
160,5,5007000,1500701,ANAJÁS
161,5,5008000,1500800,ANANINDEUA
162,5,5008500,1500859,ANAPU
163,5,5009000,1500909,AUGUSTO CORRÊA
164,5,5009500,1500958,AURORA DO PARÁ
165,5,5010000,1501006,AVEIRO
166,5,5011000,1501105,BAGRE
167,5,5012000,1501204,BAIÃO
168,5,5012500,1501253,BANNACH
169,5,5013000,1501303,BARCARENA
170,5,5014000,1501402,BELÉM
171,5,5014500,1501451,BELTERRA
172,5,5015000,1501501,BENEVIDES
173,5,5015400,1501576,BOM JESUS DO TOCANTINS
174,5,5016000,1501600,BONITO
175,5,5017000,1501709,BRAGANÇA
176,5,5017200,1501725,BRASIL NOVO
177,5,5017400,1501758,BREJO GRANDE DO ARAGUAIA
178,5,5017700,1501782,BREU BRANCO
179,5,5018000,1501808,BREVES
180,5,5019000,1501907,BUJARU
181,5,5020000,1502004,CACHOEIRA DO ARARI
182,5,5020500,1501956,CACHOEIRA DO PIRIA
183,5,5021000,1502103,CAMETÁ
184,5,5021500,1502152,CANAÃ DOS CARAJÁS
185,5,5022000,1502202,CAPANEMA
186,5,5023000,1502301,CAPITÃO POÇO
187,5,5024000,1502400,CASTANHAL
188,5,5025000,1502509,CHAVES
189,5,5026000,1502608,COLARES
190,5,5027000,1502707,CONCEIÇÃO DO ARAGUAIA
191,5,5027200,1502756,CONCORDIA DO PARÁ
192,5,5027300,1502764,CUMARU DO NORTE
193,5,5027400,1502772,CURIONÓPOLIS
194,5,5028000,1502806,CURRALINHO
195,5,5028500,1502855,CURUÁ
196,5,5029000,1502905,CURUÇA
197,5,5029400,1502939,DOM ELISEU
198,5,5029600,1502954,ELDORADO DOS CARAJÁS
199,5,5030000,1503002,FARO
200,5,5030200,1503044,FLORESTA DO ARAGUAIA
201,5,5030400,1503077,GARRAFÃO DO NORTE
202,5,5030800,1503093,GOIANÊSIA DO PARÁ
203,5,5031000,1503101,GURUPÁ
204,5,5031500,1505106,IBIDOS
205,5,5032000,1503200,IGARAPÉ-AÇU
206,5,5033000,1503309,IGARAPÉ-MIRI
207,5,5034000,1503408,INHANGAPI
208,5,5034500,1503457,IPIXUNA DO PARÁ
209,5,5035000,1503507,IRITUIA
210,5,5036000,1503606,ITAITUBA
211,5,5037000,1503705,ITUPIRANGA
212,5,5037500,1503754,JACAREACANGA
213,5,5038000,1503804,JACUNDÁ
214,5,5039000,1503903,JURUTI
215,5,5040000,1504000,LIMOEIRO DO AJURU
216,5,5040400,1504059,MÃE DO RIO
217,5,5041000,1504109,MAGALHÃES BARATA
218,5,5042000,1504208,MARABÁ
219,5,5043000,1504307,MARACANÃ
220,5,5044000,1504406,MARAPANIM
221,5,5044300,1504422,MARITUBA
222,5,5044400,1504455,MEDICILÂNDIA
223,5,5045000,1504505,MELGAÇO
224,5,5046000,1504604,MOCAJUBA
225,5,5047000,1504703,MOJU
226,5,5048000,1504802,MONTE ALEGRE
227,5,5049000,1504901,MUANÁ
228,5,5049500,1504950,NOVA ESPERANÇA DO PIRIA
229,5,5049600,1504976,NOVA IPIXUNA
230,5,5050000,1505007,NOVA TIMBOTEUA
231,5,5050400,1505031,NOVO PROGRESSO
232,5,5050700,1505064,NOVO REPARTIMENTO
233,5,5051000,1505106,ÓBIDOS
234,5,5052000,1505205,OEIRAS DO PARÁ
235,5,5053000,1505304,ORIXIMINÁ
236,5,5054000,1505403,OURÉM
237,5,5054200,1505437,OURILÂNDIA DO NORTE
238,5,5054400,1505486,PACAJÁ
239,5,5054700,1505494,PALESTINA DO PARÁ
240,5,5055000,1505502,PARAGOMINAS
241,5,5055400,1505536,PARAUAPEBAS
242,5,5055700,1505551,PAU D'ARCO
243,5,5056000,1505601,PEIXE-BOI
244,5,5056300,1505635,PIÇARRA
245,5,5056600,1505650,PLACAS
246,5,5057000,1505700,PONTA DE PEDRAS
247,5,5058000,1505809,PORTEL
248,5,5059000,1505908,PORTO DE MOZ
249,5,5060000,1506005,PRAINHA
250,5,5061000,1506104,PRIMAVERA
251,5,5061500,1506112,QUATIPURU
252,5,5062000,1506138,REDENÇÃO
253,5,5062200,1506161,RIO MARIA
254,5,5062400,1506187,RONDON DO PARÁ
255,5,5062600,1506195,RURÓPOLIS
256,5,5063000,1506203,SALINÓPOLIS
257,5,5064000,1506302,SALVATERRA
258,5,5064500,1506351,SANTA BÁRBARA DO PARÁ
259,5,5065000,1506401,SANTA CRUZ DO ARARI
260,5,5066000,1506500,SANTA ISABEL DO PARÁ
261,5,5066200,1506559,SANTA LUZIA DO PARÁ
262,5,5066400,1506583,SANTA MARIA DAS BARREIRAS
263,5,5067000,1506609,SANTA MARIA DO PARÁ
264,5,5068000,1506708,SANTANA DO ARAGUAIA
265,5,5070000,1506807,SANTARÉM
266,5,5071000,1506906,SANTARÉM NOVO
267,5,5072000,1507003,SANTO ANTÔNIO DO TAUÁ
268,5,5073000,1507102,SÃO CAETANO DE ODIVELAS
269,5,5073500,1507151,SÃO DOMINGOS DO ARAGUAIA
270,5,5074000,1507201,SÃO DOMINGOS DO CAPIM
271,5,5075000,1507300,SÃO FÉLIX DO XINGU
272,5,5076000,1507409,SÃO FRANCISCO DO PARÁ
273,5,5076400,1507458,SÃO GERALDO DO ARAGUAIA
274,5,5076500,1507466,SÃO JOÃO DA PONTA
275,5,5076700,1507474,SÃO JOÃO DE PIRABAS
276,5,5077000,1507508,SÃO JOÃO DO ARAGUAIA
277,5,5078000,1507607,SÃO MIGUEL DO GUAMA
278,5,5079000,1507706,SÃO SEBASTIÃO DA BOA VISTA
279,5,5079500,1507755,SAPUCAIA
280,5,5080000,1507805,SENADOR JOSÉ PORFIRIO
281,5,5081000,1507904,SOURE
282,5,5081400,1507953,TAILÂNDIA
283,5,5081600,1507961,TERRA ALTA
284,5,5081800,1507979,TERRA SANTA
285,5,5082000,1508001,TOMÉ-AÇU
286,5,5082200,1508035,TRACUATEUA
287,5,5082400,1508050,TRAIRÃO
288,5,5082700,1508084,TUCUMÃ
289,5,5083000,1508100,TUCURUÍ
290,5,5083300,1508126,ULIANÓPOLIS
291,5,5083400,1508159,URUARA
292,5,5084000,1508209,VIGIA
293,5,5085000,1508308,VISEU
294,5,5085500,1508357,VITÓRIA DO XINGU
295,5,5086000,1508407,XINGUARA
296,6,6001000,1600105,AMAPÁ
297,6,6002000,1600204,CALÇOENE
298,6,6002100,1600212,CUTIAS
299,6,6002200,1600238,FERREIRA GOMES
300,6,6002300,1600253,ITAUBAL
301,6,6002400,1600279,LARANJAL DO JARÍ
302,6,6003000,1600303,MACAPÁ
303,6,6004000,1600402,MAZAGÃO
304,6,6005000,1600501,OIAPOQUE
305,6,6100000,1600154,PEDRA BRANCA DO AMAPARI
306,6,6200000,1600535,PORTO GRANDE
307,6,6300000,1600550,PRACUÚBA
308,6,6406000,1600600,SANTANA
309,6,6500000,1600055,SERRA DO NAVIO
310,6,6600000,1600709,TARTARUGALZINHO
311,6,6700000,1600808,VITÓRIA DO JARÍ
312,7,7000400,2100055,AÇAILÂNDIA
313,7,7001000,2100105,AFONSO CUNHA
314,7,7001500,2100154,ÁGUA DOCE DO MARANHÃO
315,7,7002000,2100204,ALCANTARA
316,7,7003000,2100303,ALDEIAS ALTAS
317,7,7004000,2100402,ALTAMIRA DO MARANHÃO
318,7,7004200,2100436,ALTO ALEGRE DO MARANHÃO
319,7,7004500,2100477,ALTO ALEGRE DO PINDARÉ
320,7,7005000,2100501,ALTO PARNAÍBA
321,7,7005500,2100550,AMAPÁ DO MARANHÃO
322,7,7006000,2100600,AMARANTE DO MARANHÃO
323,7,7007000,2100709,ANAJATUBA
324,7,7008000,2100808,ANAPURUS
325,7,7008200,2100832,APICUM-AÇU
326,7,7008500,2100873,ARAGUANÃ
327,7,7009000,2100907,ARAIOSES
328,7,7009400,2100956,ARAME
329,7,7010000,2101004,ARARI
330,7,7011000,2101103,AXIXA
331,7,7012000,2101202,BACABAL
332,7,7012500,2101251,BACABEIRA
333,7,7013000,2101301,BACURI
334,7,7013500,2101350,BACURITUBA
335,7,7014000,2101400,BALSAS
336,7,7015000,2101509,BARÃO DE GRAJAÚ
337,7,7016000,2101608,BARRA DO CORDA
338,7,7017000,2101707,BARREIRINHAS
339,7,7017200,2101772,BELA VISTA DO MARANHÃO
340,7,7017500,2101731,BELÁGUA
341,7,7018000,2101806,BENEDITO LEITE
342,7,7019000,2101905,BEQUIMÃO
343,7,7019200,2101939,BERNARDO DO MEARIM
344,7,7019500,2101970,BOA VISTA DO GURUPI
345,7,7020000,2102002,BOM JARDIM
346,7,7020200,2102036,BOM JESUS DAS SELVAS
347,7,7020500,2102077,BOM LUGAR
348,7,7021000,2102101,BREJO
349,7,7021500,2102150,BREJO DE AREIA
350,7,7022000,2102200,BURITI
351,7,7023000,2102309,BURITI BRAVO
352,7,7023200,2102325,BURITICUPU
353,7,7023500,2102358,BURITIRANA
354,7,7023700,2102374,CACHOEIRA GRANDE
355,7,7024000,2102408,CAJAPIÓ
356,7,7025000,2102507,CAJARI
357,7,7025500,2102556,CAMPESTRE DO MARANHÃO
358,7,7026000,2102606,CÂNDIDO MENDES
359,7,7027000,2102705,CANTANHEDE
360,7,7027500,2102754,CAPINZAL DO NORTE
361,7,7028000,2102804,CAROLINA
362,7,7029000,2102903,CARUTAPERA
363,7,7030000,2103000,CAXIAS
364,7,7031000,2103109,CEDRAL
365,7,7031200,2103125,CENTRAL DO MARANHÃO
366,7,7031500,2103158,CENTRO DO GUILHERME
367,7,7031700,2103174,CENTRO NOVO DO MARANHÃO
368,7,7032000,2103208,CHAPADINHA
369,7,7032500,2103257,CIDELÂNDIA
370,7,7033000,2103307,CODÓ
371,7,7034000,2103406,COELHO NETO
372,7,7035000,2103505,COLINAS
373,7,7035500,2103554,CONCEIÇÃO DO LAGO-AÇU
374,7,7036000,2103604,COROATA
375,7,7037000,2103703,CURURUPU
376,7,7037500,2103752,DAVINÓPOLIS
377,7,7038000,2103802,DOM PEDRO
378,7,7039000,2103901,DUQUE BACELAR
379,7,7040000,2104008,ESPERANTINÓPOLIS
380,7,7040400,2104057,ESTREITO
381,7,7040600,2104073,FEIRA NOVA DO MARANHÃO
382,7,7040800,2104081,FERNANDO FALCÃO
383,7,7040900,2104099,FORMOSA DA SERRA NEGRA
384,7,7041000,2104107,FORTALEZA DOS NOGUEIRAS
385,7,7042000,2104206,FORTUNA
386,7,7043000,2104305,GODOFREDO VIANA
387,7,7044000,2104404,GONÇALVES DIAS
388,7,7045000,2104503,GOVERNADOR ARCHER
389,7,7045500,2104552,GOVERNADOR EDISON LOBÃO
390,7,7046000,2104602,GOVERNADOR EUGENIO BARROS
391,7,7046200,2104628,GOVERNADOR LUIZ ROCHA
392,7,7046500,2104651,GOVERNADOR NEWTON BELLO
393,7,7046800,2104677,GOVERNADOR NUNES FREIRE
394,7,7047000,2104701,GRAÇA ARANHA
395,7,7048000,2104800,GRAJAU
396,7,7049000,2104909,GUIMARÃES
397,7,7050000,2105005,HUMBERTO DE CAMPOS
398,7,7051000,2105104,ICATU
399,7,7051500,2105153,IGARAPÉ DO MEIO
400,7,7052000,2105203,IGARAPÉ GRANDE
401,7,7053000,2105302,IMPERATRIZ
402,7,7053500,2105351,ITAIPAVA DO GRAJAU
403,7,7055000,2105401,ITAPECURU MIRIM
404,7,7055200,2105427,ITINGA DO MARANHÃO
405,7,7055500,2105450,JATOBÁ
406,7,7055800,2105476,JENIPAPO DOS VIEIRAS
407,7,7056000,2105500,JOÃO LISBOA
408,7,7057000,2105609,JOSELÂNDIA
409,7,7057500,2105658,JUNCO DO MARANHÃO
410,7,7058000,2105708,LAGO DA PEDRA
411,7,7059000,2105807,LAGO DO JUNCO
412,7,7060000,2105906,LAGO VERDE
413,7,7060200,2105922,LAGOA DO MATO
414,7,7060400,2105948,LAGO DOS RODRIGUES
415,7,7060600,2105963,LAGOA GRANDE DO MARANHÃO
416,7,7061000,2106003,LIMA CAMPOS
417,7,7061500,2105989,LAJEADO NOVO
418,7,7062000,2106102,LORETO
419,7,7063000,2106201,LUÍS DOMINGUES
420,7,7064000,2106300,MAGALHÃES DE ALMEIDA
421,7,7064200,2106326,MARACAÇUME
422,7,7064500,2106359,MARAJÁ DO SENA
423,7,7064800,2106375,MARANHÃOZINHO
424,7,7065000,2106409,MATA ROMA
425,7,7066000,2106508,MATINHA
426,7,7067000,2106607,MATÕES
427,7,7067500,2106631,MATÕES DO NORTE
428,7,7067800,2106672,MILAGRES DO MARANHÃO
429,7,7068000,2106706,MIRADOR
430,7,7068400,2106755,MIRANDA DO NORTE
431,7,7069000,2106805,MIRINZAL
432,7,7070000,2106904,MONÇÃO
433,7,7071000,2107001,MONTES ALTOS
434,7,7072000,2107100,MORROS
435,7,7073000,2107209,NINA RODRIGUES
436,7,7073500,2107258,NOVA COLINAS
437,7,7074000,2107308,NOVA IORQUE
438,7,7074500,2107357,NOVA OLINDA DO MARANHÃO
439,7,7075000,2107407,OLHO D'ÁGUA DAS CUNHÃS
440,7,7075500,2107456,OLINDA NOVA DO MARANHÃO
441,7,7076000,2107506,PAÇO DO LUMIAR
442,7,7077000,2107605,PALMEIRÂNDIA
443,7,7078000,2107704,PARAIBANO
444,7,7079000,2107803,PARNARAMA
445,7,7080000,2107902,PASSAGEM FRANCA
446,7,7081000,2108009,PASTOS BONS
447,7,7081500,2108058,PAULINO NEVES
448,7,7082000,2108108,PAULO RAMOS
449,7,7083000,2108207,PEDREIRAS
450,7,7083500,2108256,PEDRO DO ROSÁRIO
451,7,7084000,2108306,PENALVA
452,7,7085000,2108405,PERI MIRIM
453,7,7085200,2108454,PERITORÓ
454,7,7085500,2108454,PINDARÉ-MIRIM
455,7,7086000,2108603,PINHEIRO
456,7,7087000,2108702,PIO XII
457,7,7089000,2108801,PIRAPEMAS
458,7,7090000,2108900,POÇÃO DE PEDRAS
459,7,7091000,2109007,PORTO FRANCO
460,7,7091500,2109056,PORTO RICO DO MARANHÃO
461,7,7092000,2109106,PRESIDENTE DUTRA
462,7,7093000,2109205,PRESIDENTE JUSCELINO
463,7,7093200,2109239,PRESIDENTE MÉDICI
464,7,7093600,2109270,PRESIDENTE SARNEY
465,7,7094000,2109304,PRESIDENTE VARGAS
466,7,7095000,2109403,PRIMEIRA CRUZ
467,7,7095500,2109452,RAPOSA
468,7,7096000,2109502,RIACHÃO
469,7,7097000,2109601,ROSÁRIO
470,7,7097500,2109551,RIBAMAR FIQUENE
471,7,7098000,2109700,SAMBAÍBA
472,7,7098500,2109759,SANTA FILOMENA DO MARANHÃO
473,7,7099000,2108909,SANTA HELENA
474,7,7100000,2109908,SANTA INÊS
475,7,7101000,2110005,SANTA LUZIA
476,7,7101400,2110039,SANTA LUZIA DO PARUÁ
477,7,7102000,2110104,SANTA QUITÉRIA DO MARANHÃO
478,7,7103000,2110203,SANTA RITA
479,7,7103200,2110237,SANTANA DO MARANHÃO
480,7,7103500,2110278,SANTO AMARO DO MARANHÃO
481,7,7104000,2110302,SANTO ANTÔNIO DOS LOPES
482,7,7105000,2110401,SÃO BENEDITO DO RIO PRETO
483,7,7106000,2110500,SÃO BENTO
484,7,7107000,2110609,SÃO BERNARDO
485,7,7107500,2110658,SÃO DOMINGOS DO AZEITÃO
486,7,7108000,2110708,SÃO DOMINGOS DO MARANHÃO
487,7,7109000,2110807,SÃO FÉLIX DE BALSAS
488,7,7109500,2110856,SÃO FRANCISCO DO BREJÃO
489,7,7110000,2110906,SÃO FRANCISCO DO MARANHÃO
490,7,7111000,2111003,SÃO JOÃO BATISTA
491,7,7111200,2111029,SÃO JOÃO DO CARÚ
492,7,7111500,2111052,SÃO JOÃO DO PARAÍSO
493,7,7111800,2111078,SÃO JOÃO DO SOTER
494,7,7112000,2111102,SÃO JOÃO DOS PATOS
495,7,7113000,2111201,SÃO JOSÉ DE RIBAMAR
496,7,7113500,2111250,SÃO JOSÉ DOS BASILIOS
497,7,7114000,2111300,SÃO LUÍS
498,7,7114500,2111409,SÃO LUÍS GONZAGA DO MARANHÃO
499,7,7115000,2111508,SÃO MATEUS DO MARANHÃO
500,7,7115200,2111532,SÃO PEDRO DA ÁGUA BRANCA
501,7,7115500,2111573,SÃO PEDRO DOS CRENTES
502,7,7116000,2111607,SÃO RAIMUNDO DAS MANGABEIRAS
503,7,7116200,2111631,SÃO RAIMUNDO DO DOCA BEZERRA
504,7,7116500,2111672,SÃO ROBERTO
505,7,7117000,2111706,SÃO VICENTE FERRER
506,7,7117200,2111722,SATUBINHA
507,7,7117400,2111748,SENADOR ALEXANDRE COSTA
508,7,7117600,2111763,SENADOR LA ROCQUE
509,7,7117800,2111789,SERRANO DO MARANHÃO
510,7,7118000,2111805,SÍTIO NOVO
511,7,7119000,2111904,SUCUPIRA DO NORTE
512,7,7119500,2111953,SUCUPIRA DO RIACHÃO
513,7,7120000,2112001,TASSO FRAGOSO
514,7,7121000,2112100,TIMBIRAS
515,7,7122000,2112209,TIMON
516,7,7122200,2112233,TRIZIDELA DO VALE
517,7,7122700,2112274,TUFILÂNDIA
518,7,7123000,2112308,TUNTUM
519,7,7124000,2112407,TURIAÇU
520,7,7124500,2112456,TURILÂNDIA
521,7,7125000,2112506,TUTÓIA
522,7,7126000,2112605,URBANO SANTOS
523,7,7127000,2112704,VARGEM GRANDE
524,7,7128000,2112803,VIANA
525,7,7128500,2112852,VILA NOVA DOS MARTÍRIOS
526,7,7129000,2112902,VITÓRIA DO MEARIM
527,7,7130000,2113009,VITORINO FREIRE
528,7,7131000,2114007,ZÉ DOCA
529,8,8000100,2200053,ACAUÃ
530,8,8001000,2200103,AGRICOLÂNDIA
531,8,8002000,2200202,ÁGUA BRANCA
532,8,8002400,2200251,ALAGOINHA DO PIAUÍ
533,8,8002800,2200277,ALEGRETE DO PIAUÍ
534,8,8003000,2200301,ALTO LONGA
535,8,8004000,2200400,ALTOS
536,8,8004500,2200459,ALVORADA DO GURGUÉIA
537,8,8005000,2200509,AMARANTE
538,8,8006000,2200608,ANGICAL DO PIAUÍ
539,8,8007000,2200707,ANÍSIO DE ABREU
540,8,8008000,2200806,ANTÔNIO ALMEIDA
541,8,8009000,2200905,AROAZES
542,8,8009100,2200954,AROEIRAS DO ITAIM
543,8,8010000,2201002,ARRAIAL
544,8,8010100,2201051,ASSUNÇÃO DO PIAUÍ
545,8,8011000,2201101,AVELINO LOPES
546,8,8011500,2201150,BAIXA GRANDE DO RIBEIRO
547,8,8011800,2201176,BARRA D'ALCANTARA
548,8,8012000,2201200,BARRAS
549,8,8013000,2201309,BARREIRAS DO PIAUÍ
550,8,8014000,2201408,BARRO DURO
551,8,8015000,2201507,BATALHA
552,8,8015200,2201556,BELA VISTA DO PIAUÍ
553,8,8015600,2201572,BELÉM DO PIAUÍ
554,8,8016000,2201606,BENEDITINOS
555,8,8017000,2201705,BERTOLÍNIA
556,8,8017200,2201739,BETÂNIA DO PIAUÍ
557,8,8017600,2201770,BOA HORA
558,8,8018000,2201804,BOCAINA
559,8,8019000,2201903,BOM JESUS
560,8,8019400,2201919,BOM PRINCÍPIO DO PIAUÍ
561,8,8019600,2201929,BONFIM DO PIAUÍ
562,8,8019610,2201945,BOQUEIRÃO DO PIAUÍ
563,8,8019800,2201960,BRASILEIRA
564,8,8019900,2201988,BREJO DO PIAUÍ
565,8,8020000,2202000,BURITI DOS LOPES
566,8,8020400,2202026,BURITI DOS MONTES
567,8,8020600,2202059,CABECEIRAS DO PIAUÍ
568,8,8020700,2202075,CAJAZEIRAS DO PIAUÍ
569,8,8020750,2202083,CAJUEIRO DA PRAIA
570,8,8020800,2202091,CALDEIRÃO GRANDE DO PIAUÍ
571,8,8021000,2202109,CAMPINAS DO PIAUÍ
572,8,8021200,2202117,CAMPO ALEGRE DO FIDALGO
573,8,8021400,2202133,CAMPO GRANDE DO PIAUÍ
574,8,8021600,2202174,CAMPO LARGO DO PIAUÍ
575,8,8022000,2202208,CAMPO MAIOR
576,8,8022500,2202251,CANAVIEIRA
577,8,8023000,2202307,CANTO DO BURITI
578,8,8024000,2202406,CAPITÃO DE CAMPOS
579,8,8024500,2202455,CAPITÃO GERVÁSIO DE OLIVEIRA
580,8,8025000,2202505,CARACOL
581,8,8025200,2202539,CARAÚBAS DO PIAUÍ
582,8,8025600,2202554,CARIDADE DO PIAUÍ
583,8,8026000,2202604,CASTELO DO PIAUÍ
584,8,8026100,2202653,CAXINGÓ
585,8,8027000,2202703,COCAL
586,8,8027100,2202711,COCAL DE TELHA
587,8,8027110,2202729,COCAL DOS ALVES
588,8,8027400,2202737,COIVARAS
